Address,Assembly District (current),BIN (NYC DOB),Building ID,Congressional District (current),County,Floodplain,Housing Company name,HID,Latitude,Longitude,Management Email,Management Name,Management Phone,BBL / Parcel ID,School district name,School district SDL code,State Senate District (current),Status,Total project units,Tract GEOID '20,x,y
"65-77 160 St, Queens, 11365-2566",27,4451569,00002,6,Queens,,Electchester Fourth Hsg,H015E,40.73485875,-73.8085973,acaiozzo@electmgt.com ,Electchester Fourth Hsg Co,(718) 591-3636,4067910001,NYC GEOG DIST #25 - QUEENS,342500,16,Active,362,36081122703,-8216335.622000001,4973312.915800013
"65-88 162 St, Queens, 11365-2662",27,4451578,00003,6,Queens,,Electchester Fourth Hsg,H015E,40.73422496,-73.80755488,acaiozzo@electmgt.com ,Electchester Fourth Hsg Co,(718) 591-3636,4067910001,NYC GEOG DIST #25 - QUEENS,342500,16,Active,362,36081122703,-8216219.5803,4973219.8059
"65-70 162 St, Queens, 11365-2660",27,4451576,00004,6,Queens,,Electchester Fourth Hsg,H015E,40.73481216,-73.80686791,acaiozzo@electmgt.com ,Electchester Fourth Hsg Co,(718) 591-3636,4067910001,NYC GEOG DIST #25 - QUEENS,342500,16,Active,362,36081122703,-8216143.107100001,4973306.0713
"65-44 162 St, Queens, 11365-2668",27,4451574,00005,6,Queens,,Electchester Fourth Hsg,H015E,40.73562244,-73.80691987,acaiozzo@electmgt.com ,Electchester Fourth Hsg Co,(718) 591-3636,4067910001,NYC GEOG DIST #25 - QUEENS,342500,16,Active,362,36081122703,-8216148.891199999,4973425.1105
"1 Seth Green Dr, Rochester, 14621-2157",136,,0000A,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.18694574,-77.62262253,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640911.123699997,5340471.632600009
"21 Seth Green Dr, Rochester, 14621-2146",136,,0000B,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.1876044,-77.62258674,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640907.139599996,5340572.194500007
"41 Seth Green Dr, Rochester, 14621-2147",136,,0000C,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.18802713,-77.62224414,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640869.001499997,5340636.736000001
"61 Seth Green Dr, Rochester, 14621-2148",136,,0000D,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.18842018,-77.62192306,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640833.259,5340696.746399999
"81 Seth Green Dr, Rochester, 14621-2150",136,,0000E,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.18883205,-77.62156297,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640793.174,5340759.630600013
"59 Seth Green Dr, Rochester, 14621",136,,CCntr,25,Monroe,,"Plymouth Gardens, Inc.",H016,43.18804618,-77.62258015,gkey@rochestermanagement.com ,"Rochester Management, Inc.",(585) 467-2442,,ROCHESTER CITY SD,261600,56,Active,74,36055004602,-8640906.406000001,5340639.644500002
"794 Midwood St, Brooklyn, 11203-1455",43,3340603,00794,9,Kings,,Harry Silver Apts. Inc,H018,40.6609829,-73.93406219,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230302.313600002,4962465.8015
"806 Midwood St, Brooklyn, 11203-1455",43,3323070,00806,9,Kings,,Harry Silver Apts. Inc,H018,40.66073525,-73.93362456,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230253.5967999995,4962429.4595
"810 Midwood St, Brooklyn, 11203-1455",43,3323071,00810,9,Kings,,Harry Silver Apts. Inc,H018,40.6609861,-73.93347025,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230236.419100001,4962466.2711
"828 Midwood St, Brooklyn, 11203-1458",43,3323071,00828,9,Kings,,Harry Silver Apts. Inc,H018,40.66102606,-73.93285251,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230167.652599998,4962472.1351
"832 Midwood St, Brooklyn, 11203-1458",43,3323070,00832,9,Kings,,Harry Silver Apts. Inc,H018,40.6607892,-73.93268339,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230148.826199999,4962437.3765000105
"844 Midwood St, Brooklyn, 11203-1458",43,3323070,00844,9,Kings,,Harry Silver Apts. Inc,H018,40.66108179,-73.93227258,ACarrington@marionscott.com ,"Marion Scott Real Estate, Inc.",(718) 774-6333,3045900051,NYC GEOG DIST #17 - BROOKLYN,331700,20,Active,288,36047088001,-8230103.095099997,4962480.3134
"1569 Bruckner Blvd, Bronx, 10472-6426",85,2023511,01569,14,Bronx,,"Tower Gardens, Inc.",H019,40.82424348,-73.87588141,khayden-ryan@prestigemgt.com ,"Prestige Management, Inc.",(718) 991-4066,2037160001,NYC GEOG DIST # 8 - BRONX,320800,32,Active,209,36005005001,-8223825.6578,4986453.297899999
"1591 Bruckner Blvd, Bronx, 10472-6426",85,2023553,01591,14,Bronx,500-year,"Tower Gardens, Inc.",H019,40.82442522,-73.87461632,khayden-ryan@prestigemgt.com ,"Prestige Management, Inc.",(718) 991-4066,2037170001,NYC GEOG DIST # 8 - BRONX,320800,34,Active,209,36005004800,-8223684.828600002,4986480.033400007
"1371 Linden Blvd, Brooklyn, 11212-4754",58,3326602,00001,8,Kings,,Gorman Apartments,H020,40.65538981,-73.90929204,tphillip@metromanagementdev.com ,"Metro Management Development, Inc.",(718) 498-5223,3036330001,NYC GEOG DIST #23 - BROOKLYN,332300,19,Active,342,36047092200,-8227544.9122,4961645.0635000095
"1381 Linden Blvd, Brooklyn, 11212-4754",58,3326603,00002,8,Kings,,Gorman Apartments,H020,40.65472472,-73.9092103,tphillip@metromanagementdev.com ,"Metro Management Development, Inc.",(718) 498-5223,3036330001,NYC GEOG DIST #23 - BROOKLYN,332300,19,Active,342,36047092200,-8227535.812899996,4961547.4717999995
"320 E Chatham Gdns, Rochester, 14605-2028",137,,00001,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.1686142,-77.60371015,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8638805.806300001,5337673.274200007
"200 E Chatham Gdns, Rochester, 14605-2049",137,,00002,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16767101,-77.60574358,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639032.166799998,5337529.316399999
"208 E Chatham Gdns, Rochester, 14605-2053",137,,00003,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16777741,-77.60506476,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8638956.600900002,5337545.556000002
"108 E Chatham Gdns, Rochester, 14605-2037",137,,00004,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.1680891,-77.60670898,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639139.6347,5337593.128600001
"100 E Chatham Gdns, Rochester, 14605-2033",137,,00005,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16843407,-77.60677474,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639146.9551,5337645.781000003
"116 E Chatham Gdns, Rochester, 14605-2041",137,,00006,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16824361,-77.60633064,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639097.518,5337616.711199999
"408 E Chatham Gdns, Rochester, 14605-2007",137,,00007,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16886253,-77.6054998,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639005.029299999,5337711.176799998
"400 E Chatham Gdns, Rochester, 14605-2003",137,,00008,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16926796,-77.60562497,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8639018.963199995,5337773.057900012
"416 E Chatham Gdns, Rochester, 14605-2011",137,,00009,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16914348,-77.60512355,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8638963.145399999,5337754.058400005
"300 E Chatham Gdns, Rochester, 14605-2018",137,,00010,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16790749,-77.60342858,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8638774.462099995,5337565.409800008
"308 E Chatham Gdns, Rochester, 14605-2026",137,,00011,25,Monroe,,Chatham Gardens Hsg. Corp,H021,43.16812314,-77.60386654,office@chathamgardens.com ,"Rochester Management, Inc.",(585) 546-8713,,ROCHESTER CITY SD,261600,55,Active,184,36055001300,-8638823.215599995,5337598.324100003
"163-15 130 Ave, Queens, 11434-3034",32,4436357,0001A,5,Queens,,"Rochdale Village, Inc.",H025,40.67617908,-73.77663413,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212777.496599995,4964696.059100002
"163-17 130 Ave, Queens, 11434-3034",32,4436357,0001B,5,Queens,,"Rochdale Village, Inc.",H025,40.67627659,-73.7769948,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212817.646200001,4964710.371800005
"163-19 130 Ave, Queens, 11434-3034",32,4436357,0001C,5,Queens,,"Rochdale Village, Inc.",H025,40.67636374,-73.77735642,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212857.901599998,4964723.163800009
"163-29 130 Ave, Queens, 11434-3053",32,4436336,0002A,5,Queens,,"Rochdale Village, Inc.",H025,40.6767126,-73.77598943,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212705.728900002,4964774.370100006
"163-27 130 Ave, Queens, 11434-3053",32,4436336,0002B,5,Queens,,"Rochdale Village, Inc.",H025,40.67698471,-73.77585585,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212690.858899998,4964814.311100006
"163-25 130 Ave, Queens, 11434-3053",32,4436336,0002C,5,Queens,,"Rochdale Village, Inc.",H025,40.67727117,-73.77572593,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212676.3961999975,4964856.3586000055
"163-35 130 Ave, Queens, 11434-3003",32,4436337,0003A,5,Queens,,"Rochdale Village, Inc.",H025,40.67623024,-73.77547234,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212648.166699998,4964703.568500012
"163-37 130 Ave, Queens, 11434-3003",32,4436337,0003B,5,Queens,,"Rochdale Village, Inc.",H025,40.67612666,-73.7751105,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212607.8868,4964688.364900008
"163-39 130 Ave, Queens, 11434-3003",32,4436337,0003C,5,Queens,,"Rochdale Village, Inc.",H025,40.67604096,-73.77474833,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212567.570299998,4964675.78580001
"163-49 130 Ave, Queens, 11434-3026",32,4436338,0004A,5,Queens,,"Rochdale Village, Inc.",H025,40.67570587,-73.77612903,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212721.269100001,4964626.601099998
"163-47 130 Ave, Queens, 11434-3026",32,4436338,0004B,5,Queens,,"Rochdale Village, Inc.",H025,40.67543163,-73.77626298,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212736.180399999,4964586.34830001
"163-45 130 Ave, Queens, 11434-3026",32,4436338,0004C,5,Queens,,"Rochdale Village, Inc.",H025,40.67514547,-73.77639715,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212751.1161,4964544.346000001
"168-10 127 Ave, Queens, 11434-3151",32,4436332,0005A,5,Queens,,"Rochdale Village, Inc.",H025,40.67814275,-73.77425317,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212512.4493,4964984.2929000035
"168-12 127 Ave, Queens, 11434-3151",32,4436332,0005B,5,Queens,,"Rochdale Village, Inc.",H025,40.67824297,-73.77462114,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212553.411499998,4964999.0037000105
"168-14 127 Ave, Queens, 11434-3151",32,4436332,0005C,5,Queens,,"Rochdale Village, Inc.",H025,40.67833076,-73.7749928,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212594.784600003,4965011.89010001
"168-44 127 Ave, Queens, 11434-3150",32,4436335,0006A,5,Queens,,"Rochdale Village, Inc.",H025,40.67919741,-73.77343679,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212421.570300002,4965139.102800004
"168-42 127 Ave, Queens, 11434-3150",32,4436335,0006B,5,Queens,,"Rochdale Village, Inc.",H025,40.67891583,-73.77354306,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212433.400199996,4965097.770400003
"168-40 127 Ave, Queens, 11434-3150",32,4436335,0006C,5,Queens,,"Rochdale Village, Inc.",H025,40.67868203,-73.77362419,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212442.431499999,4965063.451600008
"168-30 127 Ave, Queens, 11434-3147",32,4436334,0007A,5,Queens,,"Rochdale Village, Inc.",H025,40.6781418,-73.77304067,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212377.474399997,4964984.153500013
"168-32 127 Ave, Queens, 11434-3147",32,4436334,0007B,5,Queens,,"Rochdale Village, Inc.",H025,40.67809043,-73.77280619,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212351.372199997,4964976.6131
"168-34 127 Ave, Queens, 11434-3147",32,4436334,0007C,5,Queens,,"Rochdale Village, Inc.",H025,40.67799875,-73.77244387,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212311.038899999,4964963.155900009
"168-24 127 Ave, Queens, 11434-3140",32,4436333,0008A,5,Queens,,"Rochdale Village, Inc.",H025,40.67766821,-73.77376769,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212458.405899996,4964914.637600012
"168-22 127 Ave, Queens, 11434-3140",32,4436333,0008B,5,Queens,,"Rochdale Village, Inc.",H025,40.67738813,-73.77390122,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212473.270399995,4964873.526400015
"168-20 127 Ave, Queens, 11434-3140",32,4436333,0008C,5,Queens,,"Rochdale Village, Inc.",H025,40.67710796,-73.77402693,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033403,-8212487.264400002,4964832.402100004
"170-10 130 Ave, Queens, 11434-3254",32,4436339,0009A,5,Queens,,"Rochdale Village, Inc.",H025,40.67665607,-73.77187262,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212247.4476000015,4964766.072500005
"170-12 130 Ave, Queens, 11434-3254",32,4436339,0009B,5,Queens,,"Rochdale Village, Inc.",H025,40.676756,-73.77224225,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212288.594599996,4964780.740400009
"170-14 130 Ave, Queens, 11434-3254",32,4436339,0009C,5,Queens,,"Rochdale Village, Inc.",H025,40.6768643,-73.77259757,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212328.148699995,4964796.637000009
"170-44 130 Ave, Queens, 11434-6110",32,4436342,0010A,5,Queens,,"Rochdale Village, Inc.",H025,40.67719553,-73.77121817,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212174.594499998,4964845.255900003
"170-42 130 Ave, Queens, 11434-6110",32,4436342,0010B,5,Queens,,"Rochdale Village, Inc.",H025,40.67747096,-73.7711192,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212163.577200001,4964885.684500001
"170-40 130 Ave, Queens, 11434-6110",32,4436342,0010C,5,Queens,,"Rochdale Village, Inc.",H025,40.67776492,-73.77096979,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212146.945000002,4964928.8332
"170-30 130 Ave, Queens, 11434-6002",32,4436341,0011A,5,Queens,,"Rochdale Village, Inc.",H025,40.67673259,-73.77071951,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212119.083899999,4964777.30430001
"170-32 130 Ave, Queens, 11434-6002",32,4436341,0011B,5,Queens,,"Rochdale Village, Inc.",H025,40.67662851,-73.77034575,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212077.477099996,4964762.027200006
"170-34 130 Ave, Queens, 11434-6002",32,4436341,0011C,5,Queens,,"Rochdale Village, Inc.",H025,40.67655322,-73.76999024,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212037.901899999,4964750.976000011
"170-24 130 Ave, Queens, 11434-3283",32,4436340,0012A,5,Queens,,"Rochdale Village, Inc.",H025,40.67619957,-73.77137948,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212192.5515,4964699.066700004
"170-22 130 Ave, Queens, 11434-3283",32,4436340,0012B,5,Queens,,"Rochdale Village, Inc.",H025,40.67591605,-73.77149825,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212205.772900002,4964657.451400004
"170-20 130 Ave, Queens, 11434-3283",32,4436340,0012C,5,Queens,,"Rochdale Village, Inc.",H025,40.67563382,-73.77162481,MScott@rochdalevillage.com ,"Marion Scott Real Estate, Inc.",(718) 276-5700,4124950002,NYC GEOG DIST #28 - QUEENS,342800,10,Active,5860,36081033404,-8212219.861499999,4964616.02570001
